/* DATA DESCRIPTION:
Citation:	Wolff, Eric William (1999): GRIP Dielectric Profiling (DEP) and Electrical Conductivity (ECM) averaged data [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.55092
Related to:	Clausen, Henrik Brink; Hammer, C U; Christensen, John P; Hvidberg, Christine Schøtt; Dahl-Jensen, Dorthe; Legrand, Michel R; Steffensen, Jørgen Peder (1995): 1250 years of global volcanism as revealed by central Greenland ice cores. In: Delmas, R (ed.), Ice Core Studies of Global Biogeochemical cycles, Annecy, France, NATO Advanced Sciences Institutes Series 1, 30, 175-194
	GRIP Members (1993): Climate instability during the last interglacial period recorded in the GRIP ice core. Nature, 364(6434), 203-207, https://doi.org/10.1038/364203a0
	GRIP/GISP (1997): The Greenland Summit Ice Cores CD-ROM GISP2/GRIP. National Snow and Ice Data Center, University of Colorado at Boulder, and World Data Center for Paleoclimatology, National Geophysical Data Center, Boulder Colorado, CD-ROM, https://store.pangaea.de/Projects/GRIP-GISP/grip-gisp.iso
	Moore, J Casey; Mulvaney, Robert; Paren, J G (1989): Dielectric stratigraphy of ice: a new technique for determining total ionic concentrations in polar ice cores. Geophysical Research Letters, 16, 1177-1180, https://doi.org/10.1029/GL016i010p01177
	Moore, J Casey; Paren, J G (1987): A new technique for dielectric logging of Antarctic ice cores. Journal de Physique, 48C, 155-160, https://doi.org/10.1051/jphyscol:1987123
	Moore, J Casey; Wolff, Eric William; Clausen, Henrik Brink; Hammer, C U; Legrand, Michel R; Fuhrer, Katrin (1994): Electrical response of the Summit-Greenland ice core to ammonium, sulphuric acid, and hydrochloric acid. Geophysical Research Letters, 21(7), 565-568, https://doi.org/10.1029/94GL00542
	Taylor, Kendrick C; Hammer, C U; Alley, Richard B; Clausen, Henrik Brink; Dahl-Jensen, Dorthe; Gow, A J; Gundestrup, Niels S; Kipfstuhl, Sepp; Moore, J Casey; Waddington, Edwin D (1993): Electrical conductivity measurements from the GISP2 and GRIP Greenland ice cores. Nature, 366(6455), 549-552, https://doi.org/10.1038/366549a0
	Wolff, Eric William; Moore, J Casey; Clausen, Henrik Brink; Hammer, C U (1997): Climatic implications of background acidity and other chemistry derived from electrical studies of the Greenland Ice Core Project ice core. Journal of Geophysical Research: Oceans, 102(C12), 26325-26332, https://doi.org/10.1029/96JC02223
	Wolff, Eric William; Moore, J Casey; Clausen, Henrik Brink; Hammer, C U; Kipfstuhl, Sepp; Fuhrer, Katrin (1995): Long-term changes in the acid and salt concentrations of the Greenland Ice Core Project ice core from electrical stratigraphy. Journal of Geophysical Research: Atmospheres, 100(D8), 16249-16264, https://doi.org/10.1029/95JD01174
Project(s):	Greenland Ice Core Projects (GRIP/GISP/NGRIP) (URI: https://en.wikipedia.org/wiki/Greenland_ice_core_project)
Coverage:	LATITUDE: 72.570000 * LONGITUDE: -37.620000
	DATE/TIME START: 1989-06-01T00:00:00 * DATE/TIME END: 1992-07-12T00:00:00
	MINIMUM DEPTH, ice/snow: 138.05 m * MAXIMUM DEPTH, ice/snow: 3021.70 m
Event(s):	GRIP * LATITUDE: 72.570000 * LONGITUDE: -37.620000 * DATE/TIME START: 1989-06-01T00:00:00 * DATE/TIME END: 1992-07-12T00:00:00 * ELEVATION: 3232.0 m * Penetration: 3028.8 m * Recovery: 3028.8 m * LOCATION: Greenland * CAMPAIGN: GRIP * BASIS: Sampling/drilling ice * METHOD/DEVICE: ISTUK electromechanical drill (ISTUK) (URI: https://icedrill.org/library/new-improved-version-istuk-ice-core-drill)
Comment:	Each data point is an average over a 55 cm interval; data are correted, level changes between 730 and 930 m are believed to be spurious (Wolff, et al., 1995) due to poor temperature correction.
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	AGE [ka BP] (Age) * GEOCODE
	Conductivity, specific [µS/m] (Cond) * PI: Wolff, Eric William (https://orcid.org/0000-0002-5914-8531, ew428@cam.ac.uk) * METHOD/DEVICE: Calculated average/mean values
	Conductivity, electrical, ice (Cond electr) * PI: Wolff, Eric William (https://orcid.org/0000-0002-5914-8531, ew428@cam.ac.uk) * METHOD/DEVICE: Calculated average/mean values * COMMENT: calculated as H+ = 0.03 x I**2; unit=micromol of H+ per kg
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	10346 data points
*/
Depth ice/snow [m]	Age [ka BP]	Cond [µS/m]	Cond electr
886.05	4.554	17.382	1.086
886.60	4.557	18.378	1.266
887.15	4.561	18.086	1.553
887.70	4.564	18.030	1.300
888.25	4.568	17.771	1.371
888.80	4.572	21.146	1.987
889.35	4.576	18.999	1.861
889.90	4.579	17.448	1.573
890.45	4.583	18.427	1.630
891.00	4.587	18.955	1.424
891.55	4.591	18.006	1.562
892.10	4.595	18.260	1.616
892.65	4.599	15.223	1.176
893.20	4.602	17.173	1.988
893.75	4.606	19.243	2.084
894.30	4.610	16.465	1.858
894.85	4.613	15.951	1.759
895.40	4.617	17.394	1.533
895.95	4.621	17.941	1.430
896.50	4.625	18.736	1.612
897.05	4.629	19.397	1.110
897.60	4.633	17.767	1.458
898.15	4.636	18.066	1.475
898.70	4.640	16.375	1.329
899.25	4.644	20.164	2.434
899.80	4.647	22.256	2.677
900.35	4.651	16.786	1.700
900.90	4.654	14.516	1.435
901.45	4.658	14.397	1.289
902.00	4.662	15.042	1.482
902.55	4.665	14.628	0.881
903.10	4.669	16.549	1.091
903.65	4.673	17.900	1.353
904.20	4.677	17.921	1.688
904.75	4.681	18.801	1.290
905.30	4.685	18.130	1.364
905.85	4.689	14.946	1.304
906.40	4.692	16.439	1.447
906.95	4.696	16.400	1.313
907.50	4.700	18.501	1.316
908.05	4.704	18.096	1.898
908.60	4.708	17.781	1.778
909.15	4.712	17.681	1.231
909.70	4.716	19.116	1.632
910.25	4.719	16.141	1.616
910.80	4.723	16.369	1.719
911.35	4.727	17.614	1.756
911.90	4.731	19.330	1.805
912.45	4.735	20.313	1.638
913.00	4.739	18.575	1.401
913.55	4.743	18.664	1.129
914.10	4.747	18.229	1.268
914.65	4.750	17.869	0.893
915.20	4.754	16.902	1.197
915.75	4.758	16.114	1.274
916.30	4.761	18.612	1.674
916.85	4.765	16.435	1.156
917.40	4.769	14.440	1.219
917.95	4.773	16.642	1.579
918.50	4.776	16.373	1.062
919.05	4.780	19.487	1.375
919.60	4.784	19.039	1.474
920.15	4.788	18.768	1.662
920.70	4.792	21.739	2.154
921.25	4.796	18.382	1.653
921.80	4.800	18.200	1.570
922.35	4.804	17.928	1.386
922.90	4.807	20.016	1.579
923.45	4.811	17.796	1.423
924.00	4.815	19.818	1.683
924.55	4.819	19.131	1.433
925.10	4.822	18.016	1.298
925.65	4.826	17.696	1.562
926.20	4.830	19.487	1.949
926.75	4.834	19.656	1.905
927.30	4.837	17.014	0.935
927.85	4.841	17.412	1.286
928.40	4.845	17.790	1.813
928.95	4.849	16.619	1.323
929.50	4.852	16.624	1.320
930.05	4.856	18.331	1.470
930.60	4.860	17.112	1.378
931.15	4.864	21.946	2.281
931.70	4.868	29.199	2.696
932.25	4.871	21.101	1.473
932.80	4.875	23.494	1.603
933.35	4.879	24.067	1.984
933.90	4.883	23.868	1.572
934.45	4.887	23.608	1.603
935.00	4.891	23.493	1.640
935.55	4.895	20.525	1.764
936.10	4.898	19.501	1.138
936.65	4.902	21.620	1.585
937.20	4.906	21.004	1.737
937.75	4.910	22.436	2.081
938.30	4.913	20.442	1.452
938.85	4.917	19.236	1.240
939.40	4.921	22.381	1.794
939.95	4.925	21.072	1.278
940.50	4.929	22.584	1.150
941.05	4.933	23.076	1.530
941.60	4.936	22.053	1.569
942.15	4.940	19.994	1.448
942.70	4.944	19.314	1.691
943.25	4.947	20.968	1.491
943.80	4.951	19.783	1.705
944.35	4.955	21.458	2.426
944.90	4.959	19.295	1.753
945.45	4.963	22.659	1.970
946.00	4.967	22.794	1.996
946.55	4.970	23.383	2.229
947.10	4.975	20.483	1.907
947.65	4.978	22.818	2.377
948.20	4.982	22.752	2.070
948.75	4.986	21.464	2.358
950.40	4.997	21.910	1.156
950.95	5.001	21.954	1.388
951.50	5.005	22.132	1.574
952.05	5.009	23.776	1.523
952.60	5.012	22.581	1.237
953.15	5.016	22.212	1.606
953.70	5.020	23.397	2.270
954.25	5.023	23.114	2.332
954.80	5.027	22.577	1.854
955.35	5.032	21.865	1.797
955.90	5.035	21.026	1.771
956.45	5.039	24.691	2.278
957.00	5.043	22.981	2.014
957.55	5.047	22.431	2.107
958.10	5.051	23.473	2.464
958.65	5.054	29.724	2.762
959.20	5.058	25.954	2.624
959.75	5.062	23.127	2.142
960.30	5.066	25.671	2.541
960.85	5.070	26.331	2.869
961.40	5.074	26.876	3.071
961.95	5.078	25.880	2.882
962.50	5.082	27.468	3.275
963.05	5.085	35.721	3.366
963.60	5.089	29.114	2.712
964.15	5.093	27.453	2.358
964.70	5.097	25.386	2.393
965.25	5.101	25.307	2.210
965.80	5.105	33.054	3.356
966.35	5.110	22.461	1.882
966.90	5.113	22.382	1.861
967.45	5.117	22.333	1.676
968.00	5.121	22.239	1.850
968.55	5.125	19.464	2.008
969.10	5.129	23.552	2.562
969.65	5.132	25.772	2.077
970.20	5.136	21.133	1.468
970.75	5.140	21.330	2.196
971.30	5.144	23.655	2.611
971.85	5.148	24.657	3.014
972.40	5.152	22.444	2.326
972.95	5.156	22.798	2.615
973.50	5.160	22.241	2.282
974.05	5.164	21.807	2.174
974.60	5.167	18.994	1.467
975.15	5.171	21.012	1.608
975.70	5.175	22.010	1.926
976.25	5.180	21.602	1.820
976.80	5.184	21.935	1.963
977.35	5.188	22.213	2.129
977.90	5.192	22.569	2.218
978.45	5.195	21.161	1.557
979.00	5.200	22.342	1.697
979.55	5.203	20.364	1.509
980.10	5.207	20.086	1.264
980.65	5.211	21.996	1.832
981.20	5.215	22.934	2.203
981.75	5.219	22.662	2.207
982.30	5.223	23.373	2.112
982.85	5.227	22.361	1.714
983.40	5.231	22.103	1.839
983.95	5.235	22.409	1.854
984.50	5.239	21.405	2.168
985.05	5.243	22.964	2.038
985.60	5.247	22.781	1.873
986.15	5.252	21.860	2.002
986.70	5.256	20.377	1.253
987.25	5.260	22.358	1.956
987.80	5.264	22.888	1.920
988.35	5.268	25.620	2.385
988.90	5.272	21.200	1.532
989.45	5.276	20.835	1.705
990.00	5.280	21.933	1.818
990.55	5.284	22.776	2.128
991.10	5.288	22.987	2.013
991.65	5.292	21.150	1.446
992.20	5.296	23.203	1.606
992.75	5.300	24.213	1.627
993.30	5.304	23.477	1.965
993.85	5.308	22.128	1.816
994.40	5.312	21.600	1.556
994.95	5.316	20.606	0.959
995.50	5.320	19.999	1.600
996.05	5.324	20.941	1.752
996.60	5.328	21.613	1.787
997.15	5.332	21.792	2.204
997.70	5.336	20.727	2.039
998.25	5.340	21.463	2.010
998.80	5.344	21.736	1.679
999.35	5.348	21.332	1.382
999.90	5.352	20.209	1.806
1000.45	5.357	21.713	2.019
1001.00	5.361	19.787	1.909
1001.55	5.365	22.775	1.982
1002.10	5.368	19.475	1.404
1002.65	5.372	18.135	1.332
1003.20	5.376	19.409	1.693
1003.75	5.380	20.745	1.764
1004.30	5.384	19.250	1.800
1004.85	5.388	18.255	1.903
1005.40	5.392	20.139	1.691
1005.95	5.396	21.715	1.952
1006.50	5.401	22.201	1.666
1007.05	5.405	22.706	1.771
1007.60	5.408	28.321	3.169
1008.15	5.413	21.767	1.874
1008.70	5.417	21.407	1.665
1009.25	5.421	21.448	1.805
1010.35	5.429	22.711	2.309
1010.90	5.433	21.345	1.584
1011.45	5.437	22.467	2.063
1012.55	5.445	22.812	1.685
1013.10	5.449	20.999	1.962
1013.65	5.453	23.440	1.547
1014.20	5.457	20.995	1.763
1014.75	5.461	21.518	1.800
1015.30	5.465	22.036	1.681
1015.85	5.469	20.900	1.286
1016.40	5.473	23.019	1.649
1016.95	5.477	20.192	1.465
1017.50	5.481	20.463	1.514
1018.05	5.485	20.375	1.554
1018.60	5.489	23.220	2.303
1019.15	5.493	19.831	1.628
1019.70	5.497	19.160	1.485
1020.25	5.502	19.407	1.714
1020.80	5.506	20.260	1.760
1021.35	5.510	20.084	2.007
1021.90	5.514	22.340	1.723
1022.45	5.518	21.536	1.322
1023.00	5.522	20.608	1.379
1023.55	5.526	20.539	2.030
1024.10	5.530	21.924	1.697
1024.65	5.534	22.223	1.720
1025.20	5.538	21.618	1.430
1025.75	5.542	24.230	2.351
1026.30	5.546	22.038	1.804
1026.85	5.550	19.410	1.468
1027.40	5.554	19.920	1.495
1027.95	5.558	20.070	1.450
1028.50	5.562	22.706	1.952
1029.05	5.566	21.782	2.090
1029.60	5.571	23.660	1.932
1030.15	5.574	22.444	1.869
1030.70	5.578	23.547	2.140
1031.25	5.582	22.611	2.418
1031.80	5.586	21.492	1.966
1032.35	5.590	21.626	1.879
1032.90	5.594	23.220	2.292
1033.45	5.599	21.356	1.747
1034.00	5.603	22.024	2.070
1034.55	5.607	21.422	2.230
1035.10	5.611	23.664	1.999
1035.65	5.615	21.568	1.446
1036.20	5.619	19.940	1.351
1036.75	5.623	22.593	1.773
1037.30	5.627	20.968	1.517
1037.85	5.631	20.998	1.632
1038.40	5.636	22.678	2.079
1038.95	5.640	21.313	2.067
1039.50	5.643	22.918	2.236
1040.05	5.647	20.145	2.053
1040.60	5.651	20.633	1.936
1041.15	5.655	22.494	2.204
1041.70	5.660	23.285	2.439
1042.25	5.664	20.870	1.562
1042.80	5.668	22.620	1.734
1043.35	5.672	22.632	1.566
1043.90	5.676	23.757	1.890
1044.45	5.680	21.905	1.782
1045.00	5.685	20.192	1.793
1045.55	5.689	19.738	1.677
1046.10	5.693	24.631	1.833
1046.65	5.696	20.078	1.677
1047.20	5.701	20.035	1.787
1047.75	5.705	21.427	1.861
1048.30	5.709	22.527	1.862
1048.85	5.713	21.019	1.439
1049.40	5.717	21.091	1.453
1049.95	5.722	22.855	1.888
1050.50	5.726	21.093	1.969
1051.05	5.730	22.970	2.215
1051.60	5.734	22.643	1.850
1052.15	5.738	20.422	1.709
1052.70	5.742	19.200	1.472
1053.25	5.746	19.441	1.332
1053.80	5.750	20.954	1.761
1054.35	5.754	25.311	2.385
1054.90	5.758	25.306	2.405
1055.45	5.762	26.415	2.337
1056.00	5.766	24.150	1.903
1056.55	5.770	21.375	1.368
1057.10	5.775	21.397	1.335
1057.65	5.779	27.739	2.624
1058.20	5.783	22.316	1.888
1058.75	5.788	22.937	1.947
1059.30	5.792	22.180	2.020
1059.85	5.796	22.918	1.683
1060.40	5.801	23.965	2.002
1060.95	5.805	21.741	1.767
1061.50	5.809	19.490	1.682
1062.05	5.814	18.616	1.635
1062.60	5.818	22.203	2.080
1063.15	5.822	21.981	1.902
1063.70	5.825	21.737	1.691
1064.25	5.830	22.712	1.917
1064.80	5.834	21.790	2.054
1065.35	5.838	21.157	2.187
1065.90	5.842	20.779	2.107
1066.45	5.846	22.885	1.696
1068.10	5.858	22.730	2.274
1068.65	5.863	20.650	1.966
1069.20	5.867	21.990	2.046
1069.75	5.871	22.091	1.909
1070.30	5.875	19.965	1.590
1070.85	5.879	21.174	1.950
1071.95	5.888	16.032	1.068
1072.50	5.892	17.377	1.437
1073.05	5.896	18.775	1.106
1073.60	5.900	18.677	1.656
1074.15	5.904	31.190	4.172
1074.70	5.909	21.585	1.995
1075.25	5.913	22.328	2.049
1075.80	5.917	21.441	1.573
1076.90	5.925	22.058	1.592
1077.45	5.929	21.596	1.555
1078.00	5.935	21.972	2.394
1078.55	5.939	21.994	1.677
1079.10	5.943	21.113	1.450
1079.65	5.947	23.180	1.640
1080.20	5.952	21.440	1.270
1080.75	5.956	23.546	1.894
1081.30	5.960	20.793	1.644
1081.85	5.965	21.769	1.942
1082.40	5.969	22.286	2.359
1082.95	5.974	20.002	2.103
1083.50	5.978	21.436	1.551
1084.05	5.983	20.119	1.302
1084.60	5.987	18.622	1.366
1085.15	5.991	21.589	1.250
1085.70	5.995	22.535	1.102
1086.25	6.000	21.144	1.632
1086.80	6.004	20.670	1.540
1087.35	6.008	21.187	1.597
1087.90	6.012	22.790	1.846
1088.45	6.016	22.296	1.560
1089.00	6.021	20.340	1.434
1089.55	6.025	23.152	2.136
1090.10	6.030	24.010	2.320
1090.65	6.034	22.367	2.004
1091.20	6.038	19.756	1.687
1091.75	6.042	20.583	1.500
1092.30	6.047	18.101	1.097
1092.85	6.051	19.963	1.962
1093.40	6.056	18.819	2.011
1093.95	6.060	21.505	1.840
1094.50	6.064	20.355	1.518
1095.05	6.068	19.860	1.421
1095.60	6.072	18.528	1.523
1096.15	6.077	20.287	1.440
1096.70	6.081	21.055	1.451
1097.25	6.086	22.303	1.583
1097.80	6.090	22.052	1.814
1098.35	6.094	19.800	1.637
1098.90	6.098	20.699	1.593
1099.45	6.103	20.079	1.529
1100.00	6.107	20.057	2.027
1100.55	6.111	22.963	2.381
1101.10	6.115	21.427	1.908
1101.65	6.120	21.053	1.405
1102.20	6.124	21.006	1.807
1102.75	6.128	20.768	1.531
1103.30	6.132	19.734	1.661
1103.85	6.137	24.627	1.910
1104.40	6.141	21.642	1.623
1104.95	6.145	21.795	1.818
1105.50	6.150	20.683	1.522
1106.05	6.155	20.074	1.534
1106.60	6.159	18.642	1.408
1107.15	6.164	20.378	1.574
1107.70	6.168	20.366	1.294
1108.25	6.172	21.990	1.481
1108.80	6.177	23.135	1.821
1109.35	6.181	22.889	1.895
1109.90	6.186	20.752	1.584
1110.45	6.190	21.962	1.908
1111.00	6.194	22.078	2.202
1111.55	6.198	22.633	1.874
1112.10	6.202	23.973	2.432
1112.65	6.206	20.681	1.782
1113.20	6.211	20.928	1.665
1113.75	6.215	19.884	1.071
1114.30	6.219	21.110	1.219
1114.85	6.224	20.662	1.138
1115.40	6.228	21.280	1.676
1115.95	6.233	19.274	1.398
1116.50	6.237	20.130	1.497
1117.05	6.242	21.275	1.754
1117.60	6.246	22.255	1.559
1118.15	6.251	21.863	1.555
1118.70	6.255	23.013	2.137
1119.25	6.259	24.838	2.632
1119.80	6.263	18.931	1.614
1120.35	6.268	18.930	1.114
1120.90	6.272	25.294	2.042
1121.45	6.277	22.084	1.566
1122.00	6.281	21.071	1.573
1122.55	6.285	22.257	1.809
1123.10	6.290	20.179	1.706
1123.65	6.294	19.151	1.563
1124.20	6.299	21.004	0.980
1124.75	6.303	26.944	1.656
1125.30	6.308	22.889	1.194
1125.85	6.312	22.421	1.385
1126.40	6.316	31.695	2.494
1126.95	6.321	21.837	1.072
1127.50	6.325	20.392	1.270
1128.05	6.329	20.499	1.367
1128.60	6.334	23.172	1.537
1129.15	6.338	21.279	1.222
1129.70	6.343	23.433	1.326
1130.25	6.347	23.515	1.422
1130.80	6.352	20.633	1.274
1131.35	6.356	21.152	1.312
1131.90	6.361	26.211	1.671
1132.45	6.365	22.434	1.237
1133.00	6.369	20.355	0.903
1133.55	6.374	22.418	1.172
1134.10	6.378	22.225	1.232
1134.65	6.383	23.096	1.436
1135.20	6.387	21.643	1.366
1135.75	6.392	20.195	0.714
1136.30	6.396	19.670	0.794
1136.85	6.401	20.206	1.330
1137.40	6.405	20.469	1.685
1137.95	6.410	21.983	1.747
1138.50	6.414	21.833	1.651
1139.05	6.419	22.012	1.964
1139.60	6.423	23.210	2.026
1140.15	6.428	20.852	1.653
1140.70	6.432	21.512	1.649
1141.25	6.436	25.252	2.380
1141.80	6.441	21.771	2.243
1142.35	6.445	23.146	2.374
1142.90	6.450	21.625	2.010
1143.45	6.454	21.555	1.674
1144.00	6.459	20.765	1.343
1144.55	6.464	26.136	1.835
1145.10	6.468	25.910	1.754
1145.65	6.473	20.011	1.248
1146.20	6.477	20.578	1.352
1146.75	6.481	20.865	1.107
1147.30	6.486	22.842	1.574
1147.85	6.490	21.456	1.459
1148.40	6.495	23.032	1.434
1148.95	6.499	24.513	1.500
1149.50	6.504	21.528	1.316
1150.05	6.508	21.680	1.179
1150.60	6.513	20.888	1.304
1151.15	6.517	22.906	1.293
1151.70	6.522	22.814	1.552
1152.25	6.526	20.443	1.286
1152.80	6.530	20.149	1.569
1153.35	6.535	27.820	2.608
1153.90	6.540	22.816	1.460
1154.45	6.544	23.599	1.906
1155.00	6.549	21.865	1.673
1155.55	6.553	22.875	1.615
1156.10	6.558	21.963	1.584
1156.65	6.562	22.680	1.183
1157.20	6.567	20.583	1.764
1157.75	6.571	20.567	1.682
1158.30	6.576	21.064	1.679
1158.85	6.580	22.781	1.875
1159.40	6.585	19.420	1.610
1159.95	6.589	21.807	1.754
1160.50	6.594	21.592	1.040
1161.05	6.598	20.682	0.916
1161.60	6.602	22.702	1.188
1162.15	6.607	21.178	1.215
1162.70	6.612	21.946	1.384
1163.25	6.617	23.528	1.854
1163.80	6.621	23.592	2.318
1164.35	6.625	21.860	1.603
1164.90	6.630	18.890	1.163
1165.45	6.635	31.195	2.744
1166.00	6.639	21.698	1.740
1166.55	6.644	21.578	1.796
1167.10	6.648	21.612	1.696
1167.65	6.653	22.268	1.576
1168.20	6.657	20.971	1.394
1168.75	6.662	20.712	1.904
1169.30	6.666	22.138	1.874
1169.85	6.671	22.775	1.931
1170.40	6.675	21.368	1.511
1170.95	6.680	22.386	2.033
1171.50	6.684	20.800	1.833
1172.05	6.688	20.274	1.690
1172.60	6.693	21.510	1.915
1173.15	6.697	22.944	1.993
1173.70	6.702	21.962	1.912
1174.25	6.706	20.554	1.800
1174.80	6.711	20.528	1.850
1175.35	6.716	21.053	1.729
1175.90	6.720	22.032	1.617
1176.45	6.725	20.585	1.221
1177.00	6.729	20.450	1.606
1177.55	6.733	20.775	1.447
1178.10	6.738	23.185	2.049
1178.65	6.742	22.052	1.744
1179.20	6.747	20.992	2.001
1179.75	6.752	21.273	2.293
1180.30	6.756	21.874	2.131
1180.85	6.761	21.838	1.934
1181.40	6.766	20.816	1.844
1181.95	6.770	22.434	1.842
1182.50	6.775	24.322	1.811
1183.05	6.779	22.157	1.724
1183.60	6.784	19.646	1.299
1184.15	6.789	21.158	1.552
1184.70	6.794	20.743	1.697
1185.25	6.798	23.673	2.125
1185.80	6.803	21.507	1.680
1186.35	6.807	23.351	2.441
1186.90	6.812	21.500	1.675
1187.45	6.817	20.688	1.545
1188.00	6.821	21.243	1.469
1188.55	6.826	22.716	1.760
1189.10	6.831	20.696	1.196
1189.65	6.836	21.631	1.343
1190.20	6.840	23.801	1.667
1190.75	6.844	21.461	1.640
1191.30	6.849	21.544	1.849
1191.85	6.854	23.983	1.910
1192.40	6.858	24.233	1.994
1192.95	6.862	23.026	1.780
1193.50	6.867	21.335	1.206
1194.05	6.872	20.864	1.095
1194.60	6.877	21.436	1.104
1195.15	6.881	20.451	1.017
1195.70	6.886	20.336	1.281
1196.25	6.890	21.050	1.619
1196.80	6.895	22.889	1.268
1197.35	6.899	20.949	1.415
1197.90	6.904	21.047	1.877
1198.45	6.909	23.640	2.599
1199.00	6.914	21.521	1.846
1199.55	6.918	21.068	1.900
1200.10	6.923	22.255	1.836
1200.65	6.927	22.829	1.976
1201.20	6.932	21.227	1.591
1201.75	6.937	22.921	1.704
1202.30	6.941	20.647	1.690
1202.85	6.946	23.203	2.403
1203.40	6.950	22.817	1.951
1203.95	6.955	22.788	1.822
1204.50	6.959	21.311	2.218
1205.05	6.964	21.631	1.799
1205.60	6.969	22.051	1.617
1206.15	6.974	17.734	1.967
1206.70	6.979	20.055	1.386
1207.25	6.983	20.039	1.455
1207.80	6.988	23.867	2.400
1208.35	6.993	23.633	2.423
1208.90	6.997	21.490	2.067
1209.45	7.002	22.592	2.027
1210.00	7.007	23.560	1.903
1210.55	7.011	20.894	1.328
1211.10	7.016	19.952	1.391
1211.65	7.021	20.555	1.419
1212.20	7.025	20.273	1.114
1212.75	7.030	22.186	1.600
1213.30	7.035	22.564	1.646
1213.85	7.040	22.029	1.639
1214.40	7.045	24.904	2.200
1214.95	7.049	22.939	1.960
1215.50	7.054	26.432	3.166
1216.05	7.059	19.712	2.002
1216.60	7.064	19.546	1.754
1217.15	7.069	23.816	2.037
1217.70	7.074	22.150	1.686
1218.25	7.079	20.245	1.829
1218.80	7.084	21.908	2.408
1219.35	7.088	21.758	1.818
1219.90	7.093	25.460	2.422
1220.45	7.097	23.044	1.937
1221.00	7.102	22.290	1.866
1221.55	7.106	23.041	2.153
1222.10	7.111	22.616	1.853
1222.65	7.116	20.248	1.724
1223.20	7.121	21.112	1.823
1223.75	7.126	21.649	1.935
1224.30	7.131	20.669	1.946
1224.85	7.135	43.215	4.639
1225.40	7.140	21.538	1.908
1225.95	7.144	19.803	1.643
1226.50	7.149	20.432	1.355
1227.05	7.154	18.471	1.560
1227.60	7.159	20.374	2.059
1228.15	7.163	22.476	2.414
1228.70	7.168	21.016	1.789
1229.25	7.173	19.202	1.158
1229.80	7.177	23.235	2.021
1230.35	7.182	22.923	1.949
1230.90	7.187	21.496	1.902
1231.45	7.191	20.717	1.647
1232.00	7.196	27.695	3.164
1232.55	7.201	22.700	1.885
1233.10	7.205	22.510	2.247
1233.65	7.210	23.964	2.509
1234.20	7.215	22.249	2.280
1234.75	7.219	23.255	2.296
1235.30	7.224	20.779	1.491
1235.85	7.228	20.110	1.376
1236.40	7.233	22.043	1.723
1236.95	7.238	24.858	2.168
1237.50	7.243	19.301	1.992
1238.05	7.248	19.471	1.950
1238.60	7.252	20.806	1.986
1239.15	7.257	22.927	2.071
1239.70	7.262	21.707	2.224
1240.25	7.267	21.658	2.070
1240.80	7.272	20.892	1.949
1241.35	7.276	21.711	1.688
1241.90	7.281	21.672	2.181
1242.45	7.285	20.326	1.890
1243.00	7.290	20.070	1.411
1243.55	7.295	22.300	1.675
1244.10	7.300	18.999	1.592
1244.65	7.304	21.320	1.841
1245.20	7.309	20.057	1.692
1245.75	7.314	21.393	1.927
1246.30	7.319	20.912	1.521
1246.85	7.324	19.939	1.604
1247.40	7.328	18.791	1.232
1247.95	7.333	20.081	1.210
1248.50	7.338	19.920	1.210
1249.05	7.343	20.153	1.604
1249.60	7.347	19.654	1.307
1250.15	7.352	20.496	1.141
1250.70	7.357	20.428	1.465
1251.25	7.362	20.140	1.541
1251.80	7.366	27.558	3.059
1252.35	7.371	22.318	1.661
1252.90	7.376	22.473	1.862
1253.45	7.381	21.397	1.631
1254.00	7.386	19.813	1.630
1254.55	7.391	18.964	1.517
1255.10	7.395	22.590	2.096
1255.65	7.400	21.014	1.953
1256.20	7.405	22.789	2.025
1256.75	7.410	20.951	2.010
1257.30	7.415	25.165	2.310
1257.85	7.420	21.464	1.801
1258.40	7.424	21.677	1.445
1258.95	7.429	23.834	2.469
1259.50	7.434	23.299	2.509
1260.05	7.439	21.700	1.910
1260.60	7.444	21.551	1.999
1261.15	7.449	22.646	2.202
1261.70	7.453	23.694	2.499
1262.25	7.458	24.521	3.050
1262.80	7.463	19.241	1.825
1263.35	7.468	22.417	1.908
1263.90	7.473	22.673	1.999
1264.45	7.478	19.368	2.122
1265.00	7.483	21.812	2.208
1265.55	7.488	20.052	1.705
1266.10	7.492	21.047	1.792
1266.65	7.497	19.783	1.956
1267.20	7.502	20.146	1.705
1267.75	7.507	23.997	2.902
1268.30	7.512	23.281	2.522
1268.85	7.516	26.317	2.693
1269.40	7.521	33.070	3.690
1269.95	7.526	21.780	2.121
1270.50	7.532	23.775	1.859
1271.05	7.536	21.506	1.635
1271.60	7.541	20.984	1.979
1272.15	7.546	20.888	1.907
1272.70	7.551	21.435	2.069
1273.25	7.556	21.279	2.102
1273.80	7.561	19.413	1.855
1274.35	7.566	19.497	1.688
1274.90	7.571	22.478	1.571
1275.45	7.576	21.914	1.466
1276.00	7.581	20.080	1.752
1276.55	7.586	22.880	2.239
1277.10	7.591	21.546	1.953
1277.65	7.596	21.351	2.196
